current_time,request_id,agent_type,speak_duration,asr_duration,tts_req_duration,total_duration,llm_generation_time,speech_generation_time,llm_client_name
1724220748,420749,Agent1,1.211041,0.2359056,1.029088,1.277126,314.75,708.463,llamafile_llama3
1724221387,698502,Agent1,1.114153,0.1658478,1.14328,1.323513,372.082,755.487,llamafile_llama3
1724265456,700515,Agent1,2.077929,0.08409023,1.822142,1.917102,596.98,1220.278,llamafile_llama3
1724265716,220337,Agent1,6.758429,0.08715057,1.049781,1.14486,376.097,668.75,llamafile_llama3
1724266956,557588,Agent1,1.990158,0.1041565,1.483215,1.601479,398.702,1079.611,llamafile_llama3
1724266978,423640,Agent1,2.199417,0.09002686,1.330322,1.43898,385.73,939.381,llamafile_llama3
1724271233,609858,Agent1,1.196907,0.1094666,1.059101,1.182442,267.243,782.361,llamafile_llama3
1724271240,585746,Agent1,2.186321,0.07297897,1.18018,1.268242,489.793,679.418,llamafile_llama3
1724271256,80614,Agent1,1.950943,0.08319855,1.82164,1.917416,790.793,1024.543,llamafile_llama3
1724271281,767705,Agent1,2.349525,0.09368134,1.298561,1.420151,493.064,796.637,llamafile_llama3
1724271295,998643,Agent1,2.660233,0.08809662,2.292404,2.394867,724.123,1560.073,llamafile_llama3
1724271314,998707,Agent1,2.131256,0.07426453,1.178391,1.266533,498.447,663.666,llamafile_llama3
1724271329,911532,Agent1,2.102661,0.08589172,1.083511,1.182831,385.983,685.383,llamafile_llama3
1724271475,210684,Agent2,1.406891,0.08908081,1.553406,1.65683,397.552,1143.335,llamafile_llama3
1724271491,640584,Agent2,1.79068,0.08343506,1.245636,1.343292,359.905,879.626,llamafile_llama3
1724271509,356695,Agent2,4.586365,0.1679688,1.563751,1.745605,487.508,1067.988,llamafile_llama3
1724271528,25377,Agent2,2.700745,0.0838623,1.504181,1.628845,415.034,1081.627,llamafile_llama3
1724271548,136744,Agent2,4.38562,0.1013489,1.917938,2.03299,612.554,1292.872,llamafile_llama3
1724271626,459417,Agent3,1.672974,0.1081848,1.281036,1.415039,510.836,757.029,llamafile_llama3
1724271651,898713,Agent3,6.647919,0.1016541,1.363861,1.481232,427.917,931.47,llamafile_llama3
1724271672,610228,Agent3,7.490906,0.144043,1.134247,1.305176,441.582,677.246,llamafile_llama3
1724271693,567179,Agent3,5.603668,0.08786011,1.127502,1.244568,402.57,704.202,llamafile_llama3
1724271709,231201,Agent3,2.476776,0.1100769,1.227417,1.388458,530.064,670.244,llamafile_llama3
1724271752,920912,Agent3,1.821106,0.0826416,1.365845,1.476563,589.761,746.912,llamafile_llama3
1724271772,306758,Agent3,1.449463,0.08282471,1.037231,1.143188,305.766,716.021,llamafile_llama3
1724272674,276454,Agent1,1.406134,0.1655407,0.9733715,1.153181,267.313,689.755,llamafile_llama3
1724272688,209146,Agent1,3.925571,0.1526527,1.124409,1.291023,395.533,724.948,llamafile_llama3
1724272705,415997,Agent1,3.071487,0.1480064,1.271526,1.433609,511.409,744.815,llamafile_llama3
1724272726,268056,Agent1,4.357475,0.1687088,1.110413,1.293243,353.098,747.236,llamafile_llama3
1724272744,775011,Agent1,6.836014,0.1945038,1.408516,1.617188,619.448,775.378,llamafile_llama3
1724272765,692463,Agent1,1.755486,0.1389847,1.127731,1.280548,411.049,705.668,llamafile_llama3
1724272782,121598,Agent1,1.04335,0.1399536,1.377441,1.531799,511.764,855.76,llamafile_llama3
1724272800,210810,Agent1,3.396393,0.1644287,1.186203,1.36496,458.822,720.628,llamafile_llama3
1724272896,290136,Agent2,2.825821,0.1684875,0.959137,1.141327,244.391,704.859,llamafile_llama3
1724272910,700593,Agent2,3.466797,0.1546936,1.320557,1.489197,594.823,722.448,llamafile_llama3
1724272937,800636,Agent2,5.082123,0.189209,1.15979,1.363098,487.284,669.534,llamafile_llama3
1724272959,277487,Agent2,2.700195,0.158844,1.372528,1.54599,592.842,770.47,llamafile_llama3
1724272980,231175,Agent2,0.5840454,0.1953735,1.169403,1.378937,482.079,677.231,llamafile_llama3
1724272999,323326,Agent2,3.062958,0.1568604,1.387238,1.558563,647.958,730.148,llamafile_llama3
1724273021,79316,Agent2,1.086609,0.2219849,1.167603,1.417236,379.783,782.659,llamafile_llama3
1724273070,604280,Agent1,2.353302,0.1477661,1.020935,1.182739,356.014,652.287,llamafile_llama3
1724273088,180527,Agent1,5.68103,0.1673889,2.101532,2.282654,1046.255,1045.122,llamafile_llama3
1724273117,194358,Agent1,1.684509,0.1532593,1.266022,1.43335,545.887,715.755,llamafile_llama3
1724273133,855163,Agent1,1.657257,0.1278381,1.138306,1.280884,398.92,724.682,llamafile_llama3
1724273156,473962,Agent3,1.352356,0.1508179,1.575714,1.740387,442.304,1116.666,llamafile_llama3
1724273173,560947,Agent3,3.677124,0.1671753,2.326233,2.507813,873.634,1438.99,llamafile_llama3
1724273202,391025,Agent3,4.81958,0.2150269,2.384216,2.613342,988.707,1382.443,llamafile_llama3
1724273227,752253,Agent3,1.421875,0.2215576,1.612366,1.848389,470.948,1126.182,llamafile_llama3
1724273244,211369,Agent3,4.002686,0.1962891,1.46283,1.673584,483.096,967.102,llamafile_llama3
1724273259,384960,Agent3,2.591003,0.1412964,1.547241,1.717407,549.904,977.198,llamafile_llama3
1724273275,91786,Agent3,3.529236,0.1681519,1.351013,1.532898,450.803,888.406,llamafile_llama3
1724273290,114858,Agent3,5.012207,0.1605835,1.754761,1.943298,640.731,1089.302,llamafile_llama3
1724273312,267617,Agent3,4.427246,0.1680908,1.612061,1.7948,612.06,983.595,llamafile_llama3
1724273577,768981,Agent1,1.362429,0.1668205,1.078858,1.273666,380.58,671.145,llamafile_llama3
1724273589,903373,Agent1,1.868013,0.1658058,1.252909,1.447491,344.694,888.888,llamafile_llama3
1724273612,256298,Agent1,2.923492,0.1556282,1.472359,1.641838,373.73,1094.637,llamafile_llama3
1724273623,369756,Agent1,1.476891,0.1728401,1.409512,1.610611,467.457,927.263,llamafile_llama3
1724273638,978993,Agent1,2.095703,0.1391525,2.196449,2.363174,710.388,1476.737,llamafile_llama3
1724273662,862292,Agent1,3.230881,0.1932144,1.4496,1.670219,482.352,954.402,llamafile_llama3
1724273713,935347,Agent2,1.337204,0.1545563,2.810745,2.978729,489.678,2314.213,llamafile_llama3
1724273732,147726,Agent2,1.447998,0.1543579,2.505646,2.673782,618.833,1878.579,llamafile_llama3
1724273763,651599,Agent2,3.426346,0.161972,3.664429,3.840088,1084.946,2563.813,llamafile_llama3
1724273801,62169,Agent2,3.312683,0.168869,3.562988,3.74556,966.712,2580.794,llamafile_llama3
1724273834,16491,Agent2,2.645477,0.1534424,1.558838,1.726593,421.999,1121.4,llamafile_llama3
1724273853,967978,Agent2,2.270172,0.1312866,3.056458,3.201996,838.687,2207.451,llamafile_llama3
1724273878,682994,Agent2,3.394135,0.175293,2.329926,2.518982,485.578,1829.251,llamafile_llama3
1724273927,102731,Agent3,2.438629,0.1417847,1.473572,1.629028,561.082,904.905,llamafile_llama3
1724273951,825342,Agent3,4.122284,0.1638489,1.633026,1.810028,783.498,836.609,llamafile_llama3
1724273983,121956,Agent3,5.000885,0.1590576,3.599701,3.772125,2000.753,1591.028,llamafile_llama3
1724274054,895415,Agent3,3.036926,0.1673584,2.452026,2.631592,1338.027,1104.652,llamafile_llama3
1724274102,950111,Agent3,2.535339,0.1480713,1.495056,1.657349,646.265,834.35,llamafile_llama3
1724274126,997940,Agent3,4.818237,0.1815796,1.935364,2.129395,933.766,993.761,llamafile_llama3
1724274153,719041,Agent3,2.018555,0.1378174,1.012817,1.164734,329.594,678.893,llamafile_llama3
1724283564,278154,Agent1,1.046646,0.1679077,1.070999,1.253723,393.901,671.701,llamafile_llama3
1724283575,969598,Agent1,1.042587,0.1264343,1.630081,1.770538,521.547,1096.762,llamafile_llama3
1724283648,323416,Agent3,1.224762,0.1408539,1.098984,1.254364,381.446,701.77,llamafile_llama3
1724283689,308447,Agent1,5.540131,0.1832275,1.612854,1.810211,479.759,1117.685,llamafile_llama3
1724283704,600255,Agent1,1.142303,0.1266174,1.447083,1.588043,458.611,972.506,llamafile_llama3
1724298009,330406,Agent1,1.725718,0.1464157,0.9632854,1.120646,253.158,701.571,llamafile_llama3
1724298031,428484,Agent1,2.781467,0.1476212,0.971817,1.130032,266.884,697.225,llamafile_llama3
1724298059,785949,Agent1,3.536346,0.1488953,1.182739,1.341583,446.648,731.082,llamafile_llama3
1724298090,458186,Agent1,4.213432,0.1635132,1.116287,1.28891,423.038,687.51,llamafile_llama3
1724298111,684226,Agent1,2.559387,0.1483307,1.02063,1.178619,342.706,671.627,llamafile_llama3
1724298166,215632,Agent3,1.383514,0.1751862,1.459213,1.652023,376.473,1077.083,llamafile_llama3
1724298186,934433,Agent3,3.855255,0.1515503,1.789047,1.950638,519.857,1264.042,llamafile_llama3
1724299135,850506,Agent1,1.329277,0.2283249,1.114394,1.353486,351.686,755.515,llamafile_llama3
1724299152,757434,Agent1,1.023664,0.1934853,1.074562,1.278332,366.863,703.352,llamafile_llama3
1724299220,846038,Agent1,1.10009,0.259676,1.03313,1.304072,302.796,723.45,llamafile_llama3
1724299273,247535,Agent1,1.547719,0.2113261,1.109621,1.330763,361.181,742.405,llamafile_llama3
1724299288,419580,Agent1,1.692343,0.2066994,1.0438,1.260059,362.005,676.332,llamafile_llama3
1724299303,886760,Agent1,2.556015,0.1257954,1.161537,1.296576,421.973,733.099,llamafile_llama3
1724299605,628753,Agent1,1.259053,0.15376,1.089905,1.334295,327.379,755.687,llamafile_llama3
1724299618,289302,Agent1,2.359528,0.1166134,0.9856453,1.11179,261.082,720.819,llamafile_llama3
1724299632,168953,Agent1,1.365471,0.1138,0.9678192,1.089447,300.705,661.74,llamafile_llama3
1724299910,678269,Agent1,0.9763708,0.1529827,0.9975533,1.159999,292.073,700.908,llamafile_llama3
1724299928,137721,Agent1,6.92679,0.1732845,1.088675,1.2698,382.606,701.009,llamafile_llama3
1724299946,794654,Agent1,2.538597,0.1297989,1.10199,1.243454,413.414,683.65,llamafile_llama3
1724300270,850136,Agent1,3.521256,0.1952157,1.220448,1.428435,484.289,730.41,llamafile_llama3
1724300292,91623,Agent1,5.044554,0.1492863,1.137339,1.296593,460.341,673.548,llamafile_llama3
1724300310,857351,Agent1,2.555935,0.1289978,1.211765,1.349827,520.097,687.389,llamafile_llama3
1724300331,383833,Agent1,1.361832,0.1695633,1.055466,1.234604,349.875,700.258,llamafile_llama3
1724300350,963415,Agent1,1.677879,0.1291122,1.166954,1.305611,482.963,678.822,llamafile_llama3
1724300546,806933,Agent2,2.458811,0.1548872,0.9429626,1.107976,261.175,677.839,llamafile_llama3
1724300566,55519,Agent2,3.676592,0.2120552,1.275906,1.495731,532.752,738.503,llamafile_llama3
1724300588,345903,Agent2,3.046276,0.1929207,1.306004,1.508209,557.561,744.167,llamafile_llama3
1724300621,116598,Agent3,4.007034,0.1604919,1.682594,1.850983,350.244,1329.065,llamafile_llama3
1724300639,967745,Agent3,3.108505,0.1594849,1.887184,2.055367,604.101,1277.718,llamafile_llama3
1724300669,433587,Agent3,4.449478,0.1487885,2.00351,2.161865,617.553,1381.66,llamafile_llama3
1724300745,184472,Agent3,3.377945,0.219574,1.258575,1.485626,394.035,861.057,llamafile_llama3
